id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15296865,"Spectacular 1 Bedroom Condo, Walkable  to Anywhere",1012005,Josh,,Bay Village,42.34887,-71.06924,Entire home/apt,590,91,0,,,1,0,0,
15313517,Modern + Cool Spacious Studio Steps to the Subway,85533422,Justin Henry & Jorge,,Dorchester,42.31105,-71.04984,Entire home/apt,172,3,121,2022-11-20,1.60,1,357,17,Str-410337
15342021,Harmonious and Friendly place #2,17736943,Drusilla,,Dorchester,42.30702,-71.08369,Private room,65,7,124,2022-09-27,1.65,1,365,11,STR-413155
15376003,Spacious 1BR w/Full Bath on Dorchester Heights,98244983,Kevin And Diane,,South Boston,42.33385,-71.04569,Private room,120,2,262,2022-11-20,3.52,1,146,56,STR-383389
15405175,Fully Renovated 1 bedroom near Airport,98610252,Kyle,,East Boston,42.37925,-71.03054,Entire home/apt,130,5,148,2022-11-20,1.98,1,39,23,STR-396751
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,150,5,2018-01-28,0.07,31,365,0,
15521407,Large Private room in Savin Hill,72139831,Robin,,Dorchester,42.30918,-71.04643,Private room,75,1,192,2022-12-18,2.57,4,71,14,STR-383505
15559436,"Beautifully renovated 1 Bed Apt. - Allston, Boston",100180968,Charles,,Allston,42.3533,-71.12833,Entire home/apt,119,29,402,2022-12-02,5.60,1,273,4,STR-416677
15581608,New Stylish Studio Overlooking Newbury Street!,44341268,Tony,,Back Bay,42.34767,-71.08475,Entire home/apt,158,3,189,2022-11-30,2.52,2,68,31,Exempt: This listing is a hotel or motel
15582062,Cozy Studio on Enchanting Newbury Street!,44341268,Tony,,Back Bay,42.34762,-71.08579,Entire home/apt,130,3,182,2022-12-17,2.43,2,90,27,Exempt: This listing is a hotel or motel
15660279,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,66257167,Victoria,,Bay Village,42.35027,-71.06853,Entire home/apt,238,2,257,2022-12-04,3.45,3,92,45,STR-398206
15665707,"Quite, clean and easy!",16052189,Jonathan,,Hyde Park,42.2374,-71.13253,Private room,39,91,8,2019-07-27,0.11,5,0,0,
15665935,"Boston private room - Spacious, tidy, close to T",16052189,Jonathan,,Hyde Park,42.23547,-71.131,Private room,80,29,6,2019-12-31,0.11,5,365,0,
15714436,Family Home Near Downtown + Beautiful Harbor Views,7651528,Bronwyn,,East Boston,42.36524,-71.0308,Entire home/apt,119,4,32,2021-04-28,0.59,1,0,0,STR-439247
15773389,Single room across from Fenway Park,78923625,Zac,,Fenway,42.34773,-71.09399,Private room,65,91,4,2017-06-29,0.06,1,0,0,
15797699,Beautiful 1 Bed with excellent location!,28123912,Ned,,Beacon Hill,42.35844,-71.06358,Entire home/apt,80,91,106,2022-04-10,1.43,1,21,1,
15819226,Back Bay Condo on Marlborough Street!,5139380,Cheryl,,Back Bay,42.35125,-71.08667,Entire home/apt,350,3,32,2022-05-29,0.46,1,359,1,STR-416852
15821724,"Upscale 2 Bdrm Suite: Kitchen, Spa Bath, Laundry",44448784,Peter,,Dorchester,42.28,-71.06983,Entire home/apt,115,5,165,2022-11-19,2.97,1,90,34,STR-407359
15832498,Victorian Treetop Apartment - Close to Everything!,102515900,Kenneth,,Jamaica Plain,42.31764,-71.10922,Entire home/apt,284,7,62,2022-11-28,1.08,1,301,14,STR-402110
15981694,"Luxury, Comfortable Apartment in Fenway",103836714,Richy,,Fenway,42.34497,-71.10001,Entire home/apt,130,91,1,2017-03-08,0.01,1,0,0,
15985435,Beautiful Charlestown Condo!,23692234,Whitney,,Charlestown,42.37182,-71.06529,Entire home/apt,100,31,49,2018-09-22,0.71,2,160,0,
16001334,Cozy lofted studio on Beacon St in Back Bay!,14460209,Noreen,,Back Bay,42.35346,-71.07693,Entire home/apt,166,91,3,2017-07-02,0.04,1,0,0,
16013285,Clean & Spacious 2 bedroom Near Downtown,68235152,Shawn,,Dorchester,42.29181,-71.05264,Entire home/apt,202,2,134,2022-10-13,1.97,1,222,23,STR-383333
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,104174476,Cora,,Allston,42.35457,-71.13293,Entire home/apt,248,91,71,2019-08-10,0.99,1,264,0,
16121974,Super nice room for renting locate at city center,8469839,Fahim,,Fenway,42.34245,-71.09021,Private room,60,91,13,2017-01-10,0.18,1,0,0,
16148182,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,14016102,Jovan,,Hyde Park,42.26219,-71.11598,Entire home/apt,112,2,200,2022-12-13,2.73,3,331,51,STR-443131
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,,Charlestown,42.38185,-71.07693,Private room,85,2,59,2022-11-16,0.89,11,258,11,STR-383107
16276850,1 bedroom/studio in southie,106461701,Jimmy,,South Boston,42.33905,-71.04792,Entire home/apt,120,91,20,2019-11-08,0.28,1,0,0,
16347088,Beautfiul Back Bay Loft with Amazing Views,107036922,Ryan,,Downtown,42.35191,-71.06988,Entire home/apt,165,91,101,2017-11-28,1.39,1,364,0,
16351037,Stunning Boston 1B/1B Condo,25278528,Steven,,West End,42.36486,-71.06669,Entire home/apt,175,91,14,2019-08-05,0.21,1,87,0,
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,,Charlestown,42.38379,-71.0783,Private room,145,1,153,2022-11-19,2.10,11,237,9,STR-383107
16379917,Beautiful 2bd Boston 20 Min to Downtown w/parking,16052189,Jonathan,,Hyde Park,42.2355,-71.13134,Entire home/apt,105,29,7,2019-07-02,0.10,5,316,0,
16413314,Modern Brownstone - walk to Longwood Medical Area!,6570954,Tobias,,Roxbury,42.32676,-71.09364,Private room,72,5,49,2022-12-02,0.69,1,90,7,STR-430859
16436951,Beacon Hill Condo,106927354,Heidi,,Beacon Hill,42.35862,-71.06549,Entire home/apt,145,29,7,2022-08-31,0.20,1,353,2,
16447567,#104 Boston 独立房 全楼禁烟AC room,112905339,Weihai,,Dorchester,42.3076,-71.06542,Private room,50,30,89,2022-11-01,1.23,9,168,3,
16453657,Quiet & Perfect Location Near The Red Line!,16186589,Marie,,Dorchester,42.28732,-71.06625,Private room,45,30,2,2018-11-19,0.04,27,364,0,
16459191,"Stylish, Best Location Back Bay Studio!",107981961,Eva,,Back Bay,42.35349,-71.07595,Entire home/apt,140,29,146,2022-10-08,2.01,1,364,3,
16464424,Spacious sunny 2 bedroom on public transit,76753546,Joel,,Brighton,42.34212,-71.14379,Entire home/apt,57,91,2,2017-01-04,0.03,1,0,0,
16479752,Large bedroom- easy access to Boston and Cambridge,21745230,Jurek,,Charlestown,42.38191,-71.07865,Private room,75,1,3,2020-02-07,0.04,11,0,0,STR-383106
16515215,Cozy Room in Allston/Brighton,27387830,Catherine,,Allston,42.34924,-71.13915,Private room,38,91,1,2017-01-13,0.01,1,0,0,
16517776,Next to T stop-10 min to downtown Boston/Cambridge,21745230,Jurek,,Charlestown,42.38183,-71.07888,Private room,85,2,75,2022-12-02,1.08,11,267,28,STR-383107
16545081,"Renovated, Clean, Quiet & Safe Near Orange Line",18517776,Huggy,,Roxbury,42.31341,-71.09356,Private room,36,150,3,2019-10-18,0.04,31,365,0,
16671164,Comfortable 1 BR steps from public transportation,110286596,Jim,,Dorchester,42.28612,-71.06625,Entire home/apt,145,3,120,2022-11-13,1.73,1,86,18,STR-397924
16678094,"Charming, Quiet Fort Hill One-Bedroom",13544760,Matthew,,Roxbury,42.32435,-71.09203,Private room,95,2,87,2022-11-20,1.22,1,156,25,STR-397932
16692369,Bedroom in large apartment-access to Boston/Camb.,21745230,Jurek,,Charlestown,42.38366,-71.0786,Private room,75,1,6,2019-01-11,0.09,11,0,0,STR-383106
16731118,#103 Boston private AC room 可讲国语禁止吸烟,112905339,Weihai,,Dorchester,42.30775,-71.0651,Private room,48,30,49,2022-10-01,0.70,9,167,3,
16770690,Maria's JP Rental - Boston Duplex in Jamaica Plain,111344375,Maria,,Jamaica Plain,42.30745,-71.11043,Entire home/apt,197,4,62,2022-12-02,1.19,1,241,24,STR-436507
16779363,Luxury Treetop Jamaica Plain Arboretum Townhouse,8924550,Jonathan,,Jamaica Plain,42.30391,-71.11777,Entire home/apt,200,29,11,2019-12-01,0.16,1,0,0,STR-402182
16835622,馨绯的家,103389254,Jing,,Allston,42.34922,-71.13892,Shared room,30,91,1,2017-12-19,0.02,1,0,0,
16892278,Fantastic 2 Bedroom Apartment,37177446,Nelson And Marlene,,Roslindale,42.27781,-71.11602,Entire home/apt,175,3,49,2022-10-17,0.72,2,343,15,STR-415843
16909100,Modern luxe 1st Flr apartment steps from the train,68078375,Ann-Marie & George,,Jamaica Plain,42.32036,-71.10403,Entire home/apt,249,1,69,2022-12-12,0.99,1,357,9,STR-413870
16923467,Quiet stay in a Brookline Village,6963539,Joseph,,West Roxbury,42.29506,-71.15325,Private room,500,91,5,2017-04-24,0.07,1,90,0,
16971718,A Victorian Secret AMAZING apt.  in Historic Home,113533375,Devora,,Roxbury,42.3237,-71.09514,Entire home/apt,230,2,203,2022-12-18,3.28,2,258,52,STR-395394
17023481,Chic 1 bed in Financial District,22541573,Ken,,Leather District,42.35137,-71.05871,Entire home/apt,129,30,4,2022-07-23,0.06,42,359,1,
17042433,Beautiful Back Bay 1 Bedroom with Skyline Views,22541573,Ken,,Fenway,42.34545,-71.08795,Entire home/apt,149,30,9,2018-05-17,0.13,42,317,0,
17042710,"2 Bedroom with Luxury Amenities, Views, Centralized Back Bay Location",22541573,Ken,,Fenway,42.34432,-71.08673,Entire home/apt,239,30,3,2022-06-12,0.06,42,321,1,
17075037,Great 4 holidays 3.9ml Downtown Fenway Freeprkg,25203946,Eder,,Dorchester,42.31057,-71.06361,Entire home/apt,410,2,121,2022-11-13,1.69,4,250,12,STR-413523
17107742,Beautiful Back Bay Penthouse,114866574,Linda,,Back Bay,42.35285,-71.08322,Entire home/apt,150,91,3,2018-11-03,0.06,1,0,0,
17138041,Downtown Destination | near Back Bay,10850877,Franklin,,Back Bay,42.34771,-71.07348,Entire home/apt,5000,91,164,2019-11-27,2.30,2,48,0,
17210305,Renovated House Clean room,18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,150,3,2017-12-01,0.04,31,365,0,
17222935,Affordable Place for your stay!,16186589,Marie,,Dorchester,42.30042,-71.0642,Private room,38,30,7,2022-05-20,0.10,27,147,2,
17223845,Perfect location & Private Room w/ Airbed Near T!,16186589,Marie,,Dorchester,42.30042,-71.06435,Private room,39,30,13,2022-11-01,0.20,27,364,2,
17285926,Perfect Location/Copley Square/South End,39323824,Peter,,South End,42.34547,-71.07481,Entire home/apt,588,5,120,2022-11-27,1.71,1,27,36,STR-398252
17296595,Beautifully renovated apartment in the trees,13242712,Benjamin,,Jamaica Plain,42.30817,-71.11114,Entire home/apt,190,2,76,2022-10-18,1.10,1,203,25,STR-431020
17430142,Renovated Clean Quiet House near Orange line,18517776,Huggy,,Roxbury,42.31341,-71.09358,Private room,38,150,2,2017-06-22,0.03,31,180,0,
17463797,Andrew Sq Teal Room Close to T & Shops,18479599,Agnieszka,,Dorchester,42.32446,-71.05814,Private room,75,91,0,,,8,0,0,
17476391,Nice Room in Friendly House,118376884,Petr,,Jamaica Plain,42.32299,-71.10742,Private room,59,29,77,2022-12-01,1.21,1,177,5,STR-403710
17523133,"Entire floor, private bath, 2 mins walk to subway",88194508,Glenn,,Dorchester,42.28499,-71.06211,Private room,96,2,281,2022-12-12,4.00,1,159,53,STR-400551
17523630,Private & serene getaway in beautiful JP,30593609,Jennifer,,Jamaica Plain,42.31299,-71.11876,Entire home/apt,186,3,206,2022-10-30,2.93,1,330,31,STR-446068
17529340,Perfect 1BR apt S End/B Bay border - Copley Sq,89406568,Denise,,South End,42.34566,-71.07433,Entire home/apt,261,3,224,2022-11-27,3.21,1,42,33,STR-390973
17541222,Room for up to 4 in Updated 1 BR apt by T!,18150109,Alex,,Roxbury,42.32852,-71.09581,Entire home/apt,149,91,159,2019-12-09,2.25,4,188,0,
17543635,"Cozy home,easy access to Downtown&Longwood Medical",117015594,Trinh,,Dorchester,42.317,-71.05662,Private room,40,91,13,2018-03-01,0.19,2,0,0,
17559493,"NEW 2nd Floor, 2BR Downtown Boston",118122992,Billy,,Chinatown,42.34903,-71.062,Entire home/apt,260,3,215,2022-12-12,3.07,4,134,41,STR-414537
17559756,"NEW 3rd Floor, 2BR Downtown Boston",118122992,Billy,,Chinatown,42.3503,-71.06037,Entire home/apt,190,3,178,2022-12-04,2.54,4,156,38,STR-414541
17559846,NEW B 1BR Downtown Boston,118122992,Billy,,Chinatown,42.34835,-71.06039,Entire home/apt,145,29,211,2022-11-21,3.01,4,265,2,
17567087,Charming South End Duplex (Pets Ok),119265681,Maude,,South End,42.34351,-71.06889,Entire home/apt,350,2,270,2022-12-11,3.85,2,204,37,STR-479353
17573922,"NEW 1st Floor, 1BR Downtown Boston",118122992,Billy,,Chinatown,42.34986,-71.06197,Entire home/apt,180,29,146,2022-10-09,2.08,4,354,2,
17588460,Fenway/Back Bay Luxury Apt-,83264972,Taylor,,Fenway,42.34651,-71.08957,Entire home/apt,135,91,3,2017-09-01,0.04,1,364,0,
17592876,Transportation Accessible Home,119541425,Esameldin,,Dorchester,42.3205,-71.06521,Entire home/apt,160,29,129,2021-12-23,1.84,1,112,1,STR-416452
17609053,⍟ Lofty South End Penthouse w/Street Parking! ⍟,12452436,Drew,,South End,42.33944,-71.07532,Entire home/apt,280,1,30,2022-08-25,0.44,2,18,5,STR-453957
17616603,Charming 1 bedroom Condo in Historic South End,55900538,Michael,,South End,42.33959,-71.08015,Entire home/apt,267,1,245,2022-11-12,3.53,1,298,54,STR-397947
17617918,Back Bay One Bedroom - Best Neighborhood in Boston!,22541573,Ken,,Fenway,42.3461,-71.0877,Entire home/apt,129,30,1,2017-06-19,0.01,42,345,0,
17676984,Private room-10 min to downtown15 min to Cambridge,21745230,Jurek,,Charlestown,42.38376,-71.07707,Private room,74,1,5,2017-09-02,0.07,11,0,0,STR-383106
17704067,Great Location for your stay!,16186589,Marie,,Dorchester,42.30656,-71.07173,Private room,37,30,11,2022-08-31,0.16,27,364,1,
17779084,Huge rm Renovated Clean Subway Safe neighborhood,18517776,Huggy,,Roxbury,42.31333,-71.09339,Private room,36,150,0,,,31,365,0,
17791011,Back Bay Cozy Studio In Brownstone first floor,57329784,David,,Back Bay,42.351228418558804,-71.08858946710825,Entire home/apt,127,1,51,2022-12-18,9.22,1,51,51,STR-480193
17806747,Brand New North End Luxurious One Bedroom Condo up,10250257,Caroline,,North End,42.36393,-71.05223,Entire home/apt,102,91,15,2022-02-28,0.22,2,203,1,
17807912,"Apartment in Jamaica Plain, Boston",53753788,Allison,,Jamaica Plain,42.29973,-71.11618,Entire home/apt,82,91,22,2018-09-02,0.33,1,90,0,
17832598,3BR 2.5Bath 2Parking By DWTN Airport BCEC Seaport,27630785,Jingjing,,South Boston,42.342,-71.05282,Entire home/apt,496,1,272,2022-11-25,3.92,1,154,62,STR-430796
17849739,Accessible & Great Private Bedroom Near T!,16186589,Marie,,Dorchester,42.28964,-71.06607,Private room,40,30,5,2022-08-07,0.09,27,361,2,
17907229,Great 3 Bdr apartment with Airbeds!,16186589,Marie,,Dorchester,42.30133,-71.0648,Entire home/apt,105,30,0,,,27,344,0,
17927755,Master Bedroom/Private Bathroom/Mission Hill/JP,106269675,Nadia,,Mission Hill,42.32938,-71.11024,Private room,60,32,77,2020-08-28,1.11,1,174,0,
17942707,Newly Renovated 1 BR close to T & Longwood Med!,18150109,Alex,,Roxbury,42.32807,-71.09557,Entire home/apt,150,91,98,2019-11-24,1.41,4,191,0,
17952482,#101 Boston New heating AC room 全樓禁烟讲国语,112905339,Weihai,,Dorchester,42.30752,-71.06525,Private room,45,30,32,2022-12-01,0.47,9,179,1,
17962385,"Heart of Boston- Large Studio, private entrance",116718872,Clare,,South End,42.34413,-71.07605,Entire home/apt,300,3,52,2022-09-05,0.78,1,16,12,STR-415124
17969508,Renovated House Large Bay Windows Near Orange Line,18517776,Huggy,,Roxbury,42.31343,-71.09345,Private room,36,150,0,,,31,365,0,
17974950,"★ Sunny, Spacious & Modern ★ Cleaned & Sanitized!",69587,Boris & Susan,,East Boston,42.37642,-71.03784,Private room,56,1,639,2022-12-17,9.32,8,168,92,STR-400320
17994861,South End 2 Bed with Parking x 2,55715847,Lyndsay,,South End,42.34218,-71.079,Entire home/apt,200,91,1,2017-05-28,0.01,1,0,0,
18023901,C - Large sunny room close to downtown crossing,89328922,Ehab,,Dorchester,42.32116,-71.05725,Private room,70,1,41,2022-11-19,0.79,9,164,3,STR-484164
18032982,Back Bay One Bedroom with Great Views,22541573,Ken,,Back Bay,42.3454,-71.08634,Entire home/apt,149,30,2,2018-05-24,0.03,42,311,0,
18055117,Boston Strong,124261946,Kimberly,,Dorchester,42.30403,-71.07564,Private room,40,91,2,2019-09-01,0.03,1,179,0,
18070939,Large Stylish Newbury Street Studio w/kitchen,22348222,Maverick,,Back Bay,42.34981,-71.08263,Entire home/apt,104,1,268,2022-11-21,3.89,54,316,33,LB-418468
18159981,Sunny Boston Apartment,30732884,Jeffery,,Dorchester,42.28897,-71.06613,Entire home/apt,195,91,74,2022-05-09,1.08,3,364,1,
18170647,"Great 1 bedrm apt in Boston, Longwd Med",31340713,Kama,,Brighton,42.34133,-71.14605,Entire home/apt,135,90,3,2019-10-17,0.06,21,350,0,Exempt: This listing is a unit used for furnished institutional or business stays
18194673,Warm and welcoming home in Roslindale,27364068,Katie,,Roslindale,42.27708,-71.1337,Private room,70,2,113,2022-11-13,1.66,1,80,21,STR-389083
18199963,“The Tower Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35395,-71.16776,Private room,104,1,140,2022-10-30,2.07,6,365,21,STR-453972
18220200,Near Orange Line Renovated Clean AC Easy Parking,18517776,Huggy,,Roxbury,42.31337,-71.09339,Private room,36,150,1,2017-09-01,0.02,31,365,0,
18240259,"Cozy, comfortable, and convenient.",14904600,Brian,,Jamaica Plain,42.3196,-71.1044,Private room,70,91,12,2017-06-01,0.18,1,0,0,
18290558,★ Spacious & Modern ★ Professionally Sanitized ★,69587,Boris & Susan,,East Boston,42.3748,-71.03803,Private room,56,1,733,2022-12-15,10.69,8,166,125,STR-400320
18305618,"Boston’s Luxury Cellar Apartment, Comfy & Cozy",126495858,Silvia,,Hyde Park,42.2353,-71.12879,Entire home/apt,100,2,58,2022-11-20,6.28,1,339,58,STR-467769
18342681,"★ Modern, Cozy & Convenient ★ Close to Downtown!",69587,Boris & Susan,,East Boston,42.37441,-71.03809,Private room,56,1,565,2022-12-19,8.23,8,174,75,STR-400320
18342707,★Clean | Cozy Bedroom - Close to Subway & Airport★,69587,Boris & Susan,,East Boston,42.37612,-71.03807,Private room,55,1,586,2022-12-11,8.54,8,170,95,STR-400320
18354570,Newly Remodeled Studio in Back Bay - River View,66334205,Zack,,Back Bay,42.35318,-71.07904,Entire home/apt,150,30,136,2022-10-23,1.97,1,167,3,STR-398563
18396209,FLEXIBLE LEASES Downtown 4 Beds  2 Bath Boston,103216039,Olivia,,Downtown,42.35553,-71.05674,Entire home/apt,353,91,151,2019-12-23,2.22,1,0,0,
18526885,"Spacious, stylish, modern apartment on Orange Line",106950426,Paul,,Roxbury,42.31737,-71.09498,Private room,45,30,14,2022-11-11,0.20,2,358,5,Exempt: This listing is a unit used for furnished institutional or business stays
18557609,Beacon Hill 1brm - walk everywhere!,66533138,Val,,Beacon Hill,42.35974,-71.06698,Entire home/apt,146,2,212,2022-12-05,3.11,1,337,46,Exempt: This listing is a unit that has contracts with hospitals
18568481,Flats on D. Great Place to have fun.,128916761,Chris,,South Boston Waterfront,42.34534,-71.04232,Entire home/apt,118,91,5,2017-05-09,0.07,1,0,0,
18582571,Clean upscale apt and location,129018803,Paula,,Beacon Hill,42.35782,-71.06975,Entire home/apt,145,91,2,2017-05-27,0.03,1,0,0,
18584891,"◇Cape Cod Suite, with Private Bath ◇",31035862,"Roger Michael ""Corey""",,Dorchester,42.29402,-71.06196,Private room,78,1,662,2022-12-15,9.70,2,115,126,str-413447
18605469,No longer available,38185168,Tim,,Dorchester,42.28266,-71.05867,Private room,110,91,3,2018-10-14,0.04,1,0,0,
18612312,Logan Intl Airport - Boston I,129278480,Jay,,East Boston,42.39031,-71.00178,Private room,50,91,0,,,5,89,0,
18613633,Boston - Logan Intl Airport III,129278480,Jay,,East Boston,42.38917,-71.00362,Private room,50,91,4,2019-11-30,0.06,5,89,0,
18617002,Artist's loft in the South End,43666185,Shanta,,South End,42.34125,-71.06522,Entire home/apt,157,91,6,2017-08-17,0.09,1,0,0,
18656728,Family Friendly Colorful Home - close to Subway!,129651567,Jovielle,,Jamaica Plain,42.31681,-71.10264,Entire home/apt,180,91,18,2019-08-10,0.27,1,0,0,
18736738,Spacious pet friendly 1BD APT w/ Devoted Entrance.,130336134,Elie,,West Roxbury,42.29486,-71.15989,Entire home/apt,113,91,17,2022-12-01,0.26,1,40,3,
18756360,"Comfortable Stay, not far from Downtown and Fenway",101057334,Gregory,,Roxbury,42.32963,-71.09517,Private room,74,1,280,2022-11-23,4.11,5,20,45,STR-383502
18777049,"Master Bed, short distance to Downtown, Fenway",101057334,Gregory,,Roxbury,42.33143,-71.09368,Private room,74,1,265,2022-11-27,3.90,5,21,45,STR-383502
18789766,"2Twin Beds close to MBTA, short distance to Fenway",101057334,Gregory,,Roxbury,42.33138,-71.09336,Private room,74,1,185,2022-11-20,2.73,5,21,33,STR-383502
18790023,Unwind from Boston in Comfy/Spacious PrivateRm,9705586,Estuardo,,Roslindale,42.27801,-71.13446,Private room,115,2,87,2022-10-17,1.29,2,351,16,STR-401632
18875451,“The Sunset Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35418,-71.16776,Private room,104,1,168,2022-11-23,2.49,6,365,17,STR-453972
18875553,“The King's Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,99,1,71,2022-09-26,1.05,6,360,6,STR-453972
18875599,“The Pistachio Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,106,1,86,2022-11-29,1.28,6,365,8,STR-453972
18876533,“The In & Out Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35457,-71.16684,Private room,102,1,68,2022-10-21,2.46,6,365,20,STR-453972
18886077,"Stylish, modern duplex near Orange Line, Downtown",106950426,Paul,,Roxbury,42.3165,-71.09563,Private room,45,30,9,2022-02-15,0.13,2,365,1,STR-424669
18898296,"2Twin Beds close to Northeastern University, MBTA",101057334,Gregory,,Roxbury,42.32994,-71.0933,Private room,74,1,171,2022-11-11,2.54,5,21,32,STR-383502
18899037,"Queen Bed near subway, short distance to Fenway",101057334,Gregory,,Roxbury,42.32982,-71.09304,Private room,74,1,225,2022-12-03,3.32,5,21,42,STR-383502
18929249,Bright & Beautiful Abode | near Boston,119774057,Len & Eugenia,,Charlestown,42.38423,-71.07821,Entire home/apt,201,1,198,2022-11-24,2.93,1,243,34,
18942870,Andrew Sq - Cozy Quiet Room,18479599,Agnieszka,,Dorchester,42.32458,-71.05999,Private room,65,91,1,2022-05-18,0.14,8,365,1,
18945347,B204 New AC & Heating Boston private room,105851798,Anne,,Dorchester,42.30742,-71.06513,Private room,48,29,43,2022-09-30,0.64,7,180,1,
19037094,Trendy 1 bed in luxury seaport building,132854775,Kimber,,South Boston Waterfront,42.34867,-71.0435,Entire home/apt,380,91,12,2017-10-09,0.18,1,0,0,
19071875,Big newly renovated 2 bedroom condo in East Boston,15943555,Monya,,East Boston,42.37957,-71.04049,Entire home/apt,230,2,9,2019-07-31,0.14,4,0,0,STR-387383
19100282,"Large, sunny hilltop home, nature lovers' paradise",133415983,Christina,,Jamaica Plain,42.30308,-71.13398,Entire home/apt,500,3,15,2022-08-22,0.28,1,179,7,STR-398981
19103076,"Comfortable, Private Suite, conveniently located",133457702,Selim,,Jamaica Plain,42.32455,-71.10781,Private room,185,29,100,2022-10-24,1.51,1,54,18,STR-414742
19117781,"◇Cozy Townhouse Suite, with Private Bath ◇",31035862,"Roger Michael ""Corey""",,Dorchester,42.29366,-71.06422,Private room,64,1,617,2022-12-17,9.19,2,185,150,str-413447
19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,4271667,Tianyu,,Dorchester,42.31343,-71.05495,Private room,75,3,155,2022-12-17,2.30,1,355,34,STR-445520
19149341,Fun Houseboat,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,170,1,88,2022-08-21,1.33,3,284,9,STR-416892
19154786,Comfortable & Convenient ( Centrally Located).,133927887,Kat,,Fenway,42.34676,-71.08989,Entire home/apt,192,91,17,2018-06-22,0.25,14,0,0,
19174144,Clean spacious modern 2BR JP condo,13897255,Chris,,Jamaica Plain,42.30676,-71.11278,Entire home/apt,180,91,5,2017-10-09,0.07,2,0,0,
19182289,"Renovated House, Sunny & Clean room, New Window AC",18517776,Huggy,,Roxbury,42.31343,-71.0935,Private room,36,150,2,2018-11-23,0.03,31,365,0,
19199379,Country Style.Boston Logan Airport & Train 3 bed.,9073339,Elisangela,,East Boston,42.3798,-71.0347,Entire home/apt,257,1,312,2022-12-10,4.67,3,328,60,STR-398048
19209066,Logan Intl Airport - Boston II,129278480,Jay,,East Boston,42.38832,-71.00145,Private room,50,91,1,2018-02-01,0.02,5,265,0,
19225442,Back Bay Duplex,48627982,Matt,,Back Bay,42.34983,-71.08993,Private room,60,180,9,2017-07-06,0.13,1,0,0,
19308245,Thatch™ on Charles St. | Studio Apt #9,814298,Thatch,,Beacon Hill,42.35956,-71.07184,Entire home/apt,185,2,110,2022-11-04,1.66,70,200,10,Exempt: This listing is a hotel or motel
19310183,Family Home + Near Downtown + Cool Backyard!,18275791,Rob,,East Boston,42.36645,-71.0298,Entire home/apt,262,5,70,2022-12-05,1.06,1,76,48,STR-462198
19356659,Cozy and Convenient ( Great Location),133927887,Kat,,Fenway,42.34037,-71.08871,Entire home/apt,162,91,10,2017-08-29,0.15,14,0,0,
19358947,Downtown- on the Boston Common,799496,Kj,,Downtown,42.35161,-71.06457,Entire home/apt,99,29,207,2022-07-25,3.09,3,338,3,Exempt: This listing is a unit used for furnished institutional or business stays
19364110,Large clean private room close to downtown,80570686,Siena,,Mission Hill,42.33217,-71.1017,Private room,120,2,95,2022-10-30,1.43,4,176,34,STR-400257
19364446,Light and cozy private room,134737866,Maria,,Brighton,42.35272,-71.1643,Private room,36,91,0,,,1,0,0,
19366533,Boston step a train&bus  beautiful house,4546050,Margarita,,West Roxbury,42.27975,-71.16035,Private room,65,7,26,2022-10-31,0.50,2,336,5,STR-402007
19373388,Classic New England apartment on MBTA Red line,116319471,Greg And Alicia,,Dorchester,42.29031,-71.06681,Entire home/apt,95,29,108,2022-09-30,1.62,2,72,6,Exempt: This listing is a unit used for furnished institutional or business stays
19473060,“The Sanctuary Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35397,-71.16775,Private room,165,1,110,2022-11-04,1.67,6,360,16,STR-453972
19484144,Quirky studio in Jamaica Plain,17844905,Susie,,Jamaica Plain,42.31387,-71.10864,Entire home/apt,95,2,93,2022-12-10,1.41,2,54,27,str-398657
19540224,Free Parking at Newly Renovated 1 Bed Basement Unt,130680380,Jodie,,Fenway,42.3494,-71.09566,Entire home/apt,70,9,204,2022-11-19,3.07,7,111,8,Exempt: This listing is a unit used for furnished institutional or business stays
19574477,Gorgeous Audubon Circle Studios (1),70331522,Laurie,,Fenway,42.34633,-71.10317,Entire home/apt,185,30,93,2022-10-30,1.44,4,365,4,
