id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
47953387,Pet-Friendly 2BR in Boston Near Beach & Parks,48005494,Zeus,,East Boston,42.38261,-71.02243,Entire home/apt,111,32,3,2022-08-05,0.21,13,365,2,
47954520,Cozy studio in Bay Village near Public Garden,12788484,Pauline,,Downtown,42.3504,-71.06996,Entire home/apt,168,3,18,2022-11-20,0.80,1,24,6,STR-434173
47987715,Historic Beacon Hill 1BR Apt. w/ Rooftop Terrace,20857768,Compass,,Downtown,42.35822,-71.06137,Entire home/apt,150,29,4,2022-01-20,0.21,9,89,1,Exempt: This listing is a unit used for furnished institutional or business stays
47999268,Large furnished one bedroom Brighton unit,79330208,Rahul,,Brighton,42.33873,-71.15151,Entire home/apt,75,91,0,,,1,0,0,
48000343,Center of Boston Studio Pet Friendly | Laundry,382451810,Albert,,Downtown,42.35593,-71.05837,Entire home/apt,195,1,93,2022-11-05,4.19,47,331,52,STR-466821
48000570,Prime Boston Fidi L-Shaped Studio Fast Wifi,382451810,Albert,,Downtown,42.35406,-71.05973,Entire home/apt,132,28,151,2022-12-13,6.69,47,326,68,STR-466822
48001395,Large 3.5 BR|2 BA Penthouse Duplex,9410008,Jason,,Beacon Hill,42.36078,-71.07208,Entire home/apt,800,7,41,2022-12-02,1.83,22,279,17,STR-441399
48001583,Luxury 4BR | 2.5BA Back Bay Duplex,9410008,Jason,,Back Bay,42.35095,-71.08838,Entire home/apt,1050,7,43,2022-11-26,1.95,22,206,20,STR-441414
48001788,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,,Back Bay,42.34789,-71.08297,Entire home/apt,743,5,36,2022-11-18,1.67,22,174,22,STR-441411
48001906,North End Efficient 3 BR | 1 BA in Little Italy,9410008,Jason,,North End,42.36716,-71.05499,Entire home/apt,319,10,64,2022-11-22,2.87,22,154,34,STR-441409
48013642,Furnished Studio by Thatch™ | Highland Ave,814298,Thatch,,Roxbury,42.32923,-71.09184,Entire home/apt,87,29,2,2022-08-20,0.16,70,88,1,
48014534,Cozy Studio | Downtown | 3D TOUR,212359760,Evonify,,Downtown,42.35168,-71.06503,Entire home/apt,398,29,20,2021-11-11,0.91,64,280,0,Exempt: This listing is a unit that has contracts with hospitals
48014877,Huge Studio Near Subway | Downtown | 3D TOUR,212359760,Evonify,,Downtown,42.35312,-71.06303,Entire home/apt,418,29,37,2021-12-03,1.62,64,300,0,Exempt: This listing is a unit that has contracts with hospitals
48014985,Beautiful 1BR | Downtown | 3D TOUR,212359760,Evonify,,Downtown,42.35314,-71.063,Entire home/apt,458,29,45,2021-12-02,2.02,64,265,0,Exempt: This listing is a unit that has contracts with hospitals
48015070,Beautiful 2BR Near Subway | Downtown | 3D TOUR,212359760,Evonify,,Downtown,42.35095,-71.06374,Entire home/apt,139,1,87,2022-12-12,3.90,64,307,51,Exempt: This listing is a unit that has contracts with hospitals
48015562,Cozy Studio | Theatre District | 100 Walkscore,212359760,Evonify,,Downtown,42.35173,-71.06334,Entire home/apt,90,1,18,2022-12-16,0.81,64,291,12,Exempt: This listing is a unit that has contracts with hospitals
48015728,Cozy Studio + Train | Theatre District | Evonify,212359760,Evonify,,Downtown,42.35276,-71.06342,Entire home/apt,107,1,84,2022-12-03,3.69,64,327,36,Exempt: This listing is a unit that has contracts with hospitals
48015810,Spacious 2BR + 100 Walkscore | Boston,212359760,Evonify,,Downtown,42.35338,-71.0634,Entire home/apt,163,1,98,2022-12-11,4.29,64,216,52,Exempt: This listing is a unit that has contracts with hospitals
48015886,Luxury 2BR Near Train | Theatre District | Evonify,212359760,Evonify,,Downtown,42.35155,-71.06478,Entire home/apt,163,1,90,2022-12-18,4.07,64,280,57,Exempt: This listing is a unit that has contracts with hospitals
48016221,A Beacon Hill Favorite! Private Entrance!,331225367,Stone,,Beacon Hill,42.35872,-71.06798,Entire home/apt,130,1,104,2022-12-08,4.76,61,79,76,Exempt: This listing is a unit that has contracts with hospitals
48016238,Luxury 2BR | SoWa Southend | Evonify,212359760,Evonify,,South End,42.33774,-71.06984,Entire home/apt,113,1,3,2021-05-04,0.13,64,21,0,Exempt: This listing is a unit that has contracts with hospitals
48018582,"NG GROUPS  Little Italy, North End, Boston",3637081,Sarah,,North End,42.36523,-71.05452,Entire home/apt,1000,1,0,,,13,162,0,Exempt: This listing is a unit used for furnished institutional or business stays
48026370,(D5) Deco Back Bay Studio,260643536,Together We,,Back Bay,42.35366,-71.07815,Entire home/apt,148,2,74,2022-11-27,3.32,1,64,36,Exempt: This listing is a unit that has contracts with hospitals
48026506,Huge Studio Near Subway | Downtown | 3D TOUR,212359760,Evonify,,Downtown,42.35342,-71.06379,Entire home/apt,107,1,118,2022-12-17,5.21,64,265,60,Exempt: This listing is a unit that has contracts with hospitals
48027058,(D8) Sophisticated studio in Heart of Back Bay!,331225367,Stone,,Back Bay,42.35208,-71.07825,Entire home/apt,112,2,104,2022-12-04,4.98,61,61,72,Exempt: This listing is a unit that has contracts with hospitals
48027264,Sparkling New 2BR / 2BA in Back Bay,9410008,Jason,,Back Bay,42.3482,-71.08326,Entire home/apt,400,10,47,2022-12-04,2.14,22,184,25,STR-441410
48027391,Beautiful 2BR Near Subway | Downtown | 3D TOUR,212359760,Evonify,,Downtown,42.35313,-71.06378,Entire home/apt,148,1,81,2022-12-04,4.25,64,293,52,Exempt: This listing is a unit that has contracts with hospitals
48027607,Beautiful Huge Studio | Downtown | Near Train,212359760,Evonify,,Downtown,42.35323,-71.0631,Entire home/apt,118,1,52,2022-12-19,2.70,64,297,43,Exempt: This listing is a unit that has contracts with hospitals
48027808,North End 1 BR with Common Roof Deck,9410008,Jason,,North End,42.3678,-71.05456,Entire home/apt,264,10,46,2022-11-13,2.04,22,122,19,STR-441406
48030134,Modern/Luxury | Steps from Zoo & Golf Course,370733465,Diana,,Roxbury,42.29916,-71.08675,Entire home/apt,326,2,111,2022-11-27,5.44,1,131,60,STR-443355
48040052,N1-Private Bedroom -Allston-Brighton- Clean & Safe,190891355,Abdurrahman,,Allston,42.3603401184082,-71.1317138671875,Private room,53,29,18,2022-12-15,0.80,3,89,3,STR-418861
48080487,North End 1 BR Gem in Little Italy,9410008,Jason,,North End,42.36319,-71.05127,Entire home/apt,229,10,56,2022-11-10,2.50,22,151,28,STR-441416
48080557,Stylish 2BR | Downtown | 100 Walkscore,212359760,Evonify,,Downtown,42.35294,-71.06321,Entire home/apt,530,29,44,2021-11-30,2.05,64,244,0,Exempt: This listing is a unit that has contracts with hospitals
48080614,Fabulous North End 3 BR | 1.5 BA in Little Italy,9410008,Jason,,North End,42.36742,-71.05249,Entire home/apt,434,10,60,2022-11-27,2.78,22,151,33,STR-441402
48091769,Luxury 2BR | SoWa Southend | Evonify,212359760,Evonify,,South End,42.33642,-71.06974,Entire home/apt,113,1,22,2021-05-30,0.97,64,21,0,Exempt: This listing is a unit that has contracts with hospitals
48092931,North End 2-Bed Apartment with Laundry in Unit,275849638,Steven,,North End,42.3651,-71.05109,Entire home/apt,312,2,92,2022-12-06,4.61,40,349,50,STR-437461
48093039,Brownstone Beauty near Fenway Park and Longwood,275849638,Steven,,Fenway,42.34878,-71.09479,Entire home/apt,361,1,151,2022-12-07,7.00,40,326,100,STR-438670
48093229,Bi-Level Fenway Home w/ Roofdeck & Laundry in Unit,275849638,Steven,,Fenway,42.34964,-71.09285,Entire home/apt,361,3,120,2022-12-07,6.08,40,303,72,STR-438671
48103324,Exceptional 2b/2ba Loft | Downtown Financial Dist,275849638,Steven,,Downtown,42.35693,-71.0539,Entire home/apt,415,29,126,2022-12-06,5.84,40,331,83,STR-424134
48103622,Fully Furnished 2br/2ba Loft in Downtown Boston,275849638,Steven,,Downtown,42.35722,-71.05512,Entire home/apt,268,2,127,2022-12-06,6.01,40,334,84,STR-424139
48103833,Designer Inspired | Keyless Entry | Financial Dist,275849638,Steven,,Downtown,42.3583,-71.05323,Entire home/apt,394,2,139,2022-12-02,6.30,40,337,76,STR-424135
48107926,"S. Boston 1BR w/ Gym, W/D by Seaport & Lawn on D",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,223,32,0,,,328,80,0,
48107941,"S. Boston 1BR w/ Gym, W/D by Seaport & Lawn on D",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,107,32,0,,,328,365,0,
48107968,"1BR Steps from Longwood, the T, Multiple Schools",107434423,Blueground,,Mission Hill,42.3347357,-71.1018627,Entire home/apt,181,32,0,,,328,243,0,
48110328,Convenient Private Room in Boston Townhouse,103220645,Zachariah,,Jamaica Plain,42.29562,-71.11591,Private room,36,29,2,2021-08-07,0.11,2,34,0,
48120609,"(G) Cozy Room Near Harvard, MIT, BU & prime diners",37035419,Wendy,,Allston,42.35866,-71.13006,Private room,70,91,1,2021-12-16,0.08,8,236,0,
48122230,Large 2 BR|2 BA + Patio in Back Bay,9410008,Jason,,Back Bay,42.3483,-71.08958,Entire home/apt,396,10,50,2022-11-08,2.30,22,171,26,STR-441417
48131435,3 Bdrm 2BA Apt Quiet Spotless Parking Top Location,66257167,Victoria,,Bay Village,42.34901,-71.0666,Entire home/apt,246,2,86,2022-11-20,3.86,3,90,43,STR-445531
48149056,"*Entire place near universit hospit,DT,WiFi 234mbp",49565531,Maria,,Jamaica Plain,42.32098,-71.10482,Entire home/apt,150,3,68,2022-11-13,3.09,2,11,39,STR-445532
48173950,"New, stylish 2 Bdrm apt patio & parking. Sleeps 4",388634902,Jason,,Hyde Park,42.26353,-71.12697,Entire home/apt,299,2,30,2022-11-25,1.40,1,177,10,STR-445809
48206409,1BR Apt in Beacon Hill w/ Amenities,20857768,Compass,,Downtown,42.35865,-71.06245,Entire home/apt,169,9,13,2022-09-10,0.60,9,89,6,Exempt: This listing is a unit used for furnished institutional or business stays
48210616,Spacious Suite in a quiet Boston neighborhood.,357698265,Natalie,,Brighton,42.34388,-71.15633,Private room,150,1,37,2022-11-30,1.81,8,74,18,STR-413441
48210680,New Renovated 1 Bed Nr Franklin Park Free Parking,5618949,Alan,,Dorchester,42.30019,-71.08438,Entire home/apt,99,29,6,2021-10-26,0.28,7,90,0,STR-419049
48231177,Stylish Studio in Downtown Boston!,316148588,TemplePlace,,Downtown,42.35418,-71.06267,Entire home/apt,114,2,50,2022-11-13,2.35,5,72,28,LB-101838
48243795,Cozy Double Room in a quiet Boston neighborhood,357698265,Natalie,,Brighton,42.34524,-71.15449,Private room,129,1,37,2022-11-20,1.72,8,84,14,STR-413441
48244238,Cape Cod style bedroom in a quiet Boston area,357698265,Natalie,,Brighton,42.34308,-71.15622,Private room,119,1,31,2022-12-07,1.48,8,84,23,STR-413441
48246588,2BD Apt in Brighton (short term rental available),1770603,Lucy,,Brighton,42.3402,-71.14884,Entire home/apt,150,29,1,2021-05-31,0.05,1,349,0,
48246976,"Downtown Dream Studio, Come Travel Again!",316148588,TemplePlace,,Downtown,42.35407,-71.06119,Entire home/apt,111,2,30,2022-11-10,1.55,5,69,18,LB-101838
48248044,Perfect Studio in Downtown Boston!,316148588,TemplePlace,,Downtown,42.3562,-71.06137,Entire home/apt,114,2,60,2022-12-04,3.03,5,281,36,LB-101838
48282351,Renovated One Bedroom in Back Bay,9410008,Jason,,Back Bay,42.3509,-71.08919,Entire home/apt,236,10,62,2022-11-23,2.93,22,178,32,STR-441412
48285608,"Book This Winter, Prime Location, No Car Needed! Large Loft Like Condo, 2+ Bedrooms",388391823,Elliott And Layla,,Downtown,42.35429,-71.06118,Entire home/apt,307,3,56,2022-11-18,2.62,1,217,28,STR-443491
48297633,North End 1 BR in Little Italy,9410008,Jason,,North End,42.36634,-71.05613,Entire home/apt,191,10,52,2022-11-12,2.36,22,129,26,STR-441405
48298464,"South End - sunny, historic 2 bed apartment",16098390,Wendy,,South End,42.34146,-71.07185,Entire home/apt,475,31,0,,,1,295,0,
48300372,RM 2 Eastie Next to Subway/ NR Airport/Beach,90558392,Cecilia,,East Boston,42.38164,-71.02169,Private room,79,1,45,2022-10-24,2.62,3,20,23,STR-446105
48300526,RM 1 Eastie Next to Subway/NR Airport/Beach,90558392,Cecilia,,East Boston,42.3817,-71.02172,Private room,71,30,31,2022-09-15,1.72,3,177,16,STR-446105
48300619,RM 3 Eastie Next to Subway/NR Airport/Beach/Eastie,90558392,Cecilia,,East Boston,42.37962,-71.02314,Private room,71,1,44,2022-11-16,2.43,3,77,24,STR-446105
48329192,Spacious Luxury Renovation | near T,279124542,Angela,,Jamaica Plain,42.29321,-71.11727,Entire home/apt,476,29,23,2022-10-10,1.08,5,49,3,Exempt: This listing is a unit used for furnished institutional or business stays
48329199,Modern Luxury Renovation | near T,279124542,Angela,,Jamaica Plain,42.29296,-71.11608,Entire home/apt,424,1,106,2022-12-03,5.04,5,317,78,Exempt: This listing is a unit used for furnished institutional or business stays
48349069,Pvt. Bedroom + Bath | Co-Live by Thatch™ | JFK #1,814298,Thatch,,Dorchester,42.32108,-71.05458,Private room,70,60,0,,,70,173,0,
48357656,"Large 1+bed in historic Charlestown, Boston!",25610777,Jennifer,,Charlestown,42.38099,-71.07038,Entire home/apt,195,4,49,2022-12-16,2.72,1,190,28,STR-416464
48361088,"Long OR Short Term Stays, Affordable Boston Stay",183914990,Edmund,,Downtown,42.35408,-71.06337,Private room,93,2,209,2022-12-05,10.61,13,99,146,STR439290
48364663,Keyless Entry 3 Bedroom in Historic Mission Hill,119007535,Kenneth,,Mission Hill,42.32982,-71.09757,Entire home/apt,240,2,119,2022-12-03,5.51,2,268,65,STR-445907
48365518,Pvt. Bedroom | Co-Live by Thatch™  | JFK #2,814298,Thatch,,Dorchester,42.32144,-71.0534,Private room,66,30,2,2021-11-22,0.14,70,260,0,
48394518,A Historic Brownstone with Modern Amenities,72298155,Rebecca,,Roxbury,42.33025,-71.09456,Entire home/apt,199,1,118,2022-11-19,5.40,2,311,73,STR-461701
48399405,Stunning Boston 1 Bedroom with Keyless Entry,119007535,Kenneth,,Mission Hill,42.33168,-71.09796,Entire home/apt,140,2,125,2022-12-04,6.19,2,299,66,STR-445899
48403559,Sublet - 1 bedroom in a 3 b 1 ba Brighton Apt,151308976,Emma,,Brighton,42.35465,-71.15788,Private room,883,120,0,,,1,0,0,
48423808,1BR Apt in Beacon Hill w/ Amenities,20857768,Compass,,Beacon Hill,42.35854,-71.062851,Entire home/apt,140,9,6,2022-10-17,0.29,9,82,3,Exempt: This listing is a unit used for furnished institutional or business stays
48439840,Financial District Luxury Loft - Newly Refreshed,275849638,Steven,,Downtown,42.35893,-71.05395,Entire home/apt,192,1,131,2022-12-02,6.07,40,318,77,STR-424136
48450883,Brand New 1 BR | 1 BA on Charles St,9410008,Jason,,Beacon Hill,42.35979,-71.07008,Entire home/apt,268,10,54,2022-11-18,2.53,22,152,27,STR-441401
48454886,"Back Bay 2BR, Steps from Newbury St. & Esplanade",107434423,Blueground,,Back Bay,42.3505139,-71.089844,Entire home/apt,205,32,0,,,328,283,0,
48464723,Incredible Boston Home| near T,333704771,Melanie,,Dorchester,42.31643,-71.06096,Entire home/apt,331,10,4,2022-01-15,0.26,1,340,1,Exempt: This listing is a unit used for furnished institutional or business stays
48466008,Boston | 3 Bedrooms | Patio | Full-Kitchen..,43217109,Javier,,South End,42.33836,-71.07613,Entire home/apt,315,2,28,2022-11-21,1.35,5,350,17,STR-468957
48488417,Cozy Studio | Theatre District | 100 Walkscore,212359760,Evonify,,Downtown,42.35182,-71.06333,Entire home/apt,398,29,26,2021-11-07,1.19,64,291,0,Exempt: This listing is a unit that has contracts with hospitals
48530677,Modern Apt - Theater District - BOS. Common/Garden,757253,Nate,,Downtown,42.35318,-71.06346,Entire home/apt,109,1,111,2022-12-11,5.23,3,349,62,Exempt: This listing is a unit used for furnished institutional or business stays
48562692,3BR JFK/UMASS redline T+parking,167556315,Karolina,,Dorchester,42.3232,-71.05995,Entire home/apt,160,2,69,2022-12-01,4.75,1,138,63,STR-446528
48585748,Newly renovated 2 bedroom with parking,57402911,Georgia,,Roslindale,42.2895,-71.13044,Entire home/apt,237,3,44,2022-12-13,2.27,1,328,27,STR-445690
48597887,"S. End Loft w/ Pool, Art Gallery, Steps to T",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,200,32,0,,,328,239,0,
48597894,"S. End Loft w/ Pool, Art Gallery, Steps to T",107434423,Blueground,,Roxbury,42.338838,-71.081767,Entire home/apt,220,32,0,,,328,231,0,
48597943,"S. End Loft w/ Pool, Art Gallery, Steps to T",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,203,32,0,,,328,209,0,
48597948,"S. End Loft w/ Pool, Art Gallery, Steps to T",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,190,32,1,2021-09-05,0.06,328,340,0,
48597957,"S. End Loft w/ Pool, Art Gallery, Steps to T",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,192,32,0,,,328,243,0,
48601192,Lux Downtown Flat - Large Open Layout - Fast Wifi,275849638,Steven,,Downtown,42.35704,-71.05352,Entire home/apt,389,2,127,2022-12-06,6.04,40,340,80,STR-424131
48601455,Beautiful 1BR on Top Floor in Downtown Boston,275849638,Steven,,Downtown,42.35875,-71.05361,Entire home/apt,191,1,128,2022-12-04,6.64,40,298,75,STR-424138
48601985,Spacious 2-bed Apt - Newly Redesigned - Smart Lock,275849638,Steven,,Downtown,42.35888,-71.05532,Entire home/apt,322,2,135,2022-12-06,6.32,40,333,82,STR-424137
48602234,Airy 2br Apt Downtown Boston - Smart Lock Entry,275849638,Steven,,Downtown,42.35745,-71.0533,Entire home/apt,211,2,136,2022-12-04,6.37,40,333,83,STR-424121
48602602,Charming 1BR Flat Downtown Boston | Walk Anywhere,275849638,Steven,,Downtown,42.35889,-71.05337,Entire home/apt,185,1,109,2022-11-25,5.46,40,309,64,STR-424133
48611199,Apartment 1BR mins from JFK/UMASS on Red Line,92721057,Ewa,,Dorchester,42.3163,-71.05873,Entire home/apt,128,1,146,2022-12-04,6.90,1,206,90,STR-445943
48641606,Evon's Place your home away from home,329370033,Evon,,Mattapan,42.27941,-71.09465,Entire home/apt,414,3,37,2022-10-31,1.79,1,343,16,STR-445570
48675718,"Private 1 br 1b unit, free easy street parking",31176944,Angeline,,Roslindale,42.28224,-71.11739,Entire home/apt,85,3,36,2022-11-26,1.71,1,71,21,STR-443490
48678923,Airy Back Bay 2brm/2bath Gem Steps From Everything,2006852,Jay,,Back Bay,42.35073,-71.08544,Entire home/apt,217,2,61,2022-12-14,2.99,13,309,45,STR-429495
48713521,Fantastic Fenway 1br - Close to Everything!,275849638,Steven,,Fenway,42.34916,-71.09266,Entire home/apt,198,1,106,2022-12-01,5.07,40,297,62,STR-438669
48730619,"QUITE COZY ROOM 1 ON A DEAD END, STREET PARKING",155919128,Erico,,Dorchester,42.30826,-71.07815,Private room,53,1,128,2022-12-06,6.06,3,320,77,STR-445710
48730960,"QUITE COZY ROOM 2 ON DEAD END, STREET PARKING",155919128,Erico,,Dorchester,42.30672,-71.07826,Private room,50,1,133,2022-12-08,6.22,3,344,73,STR-445710
48731143,"QUITE COZY ROOM 3 ON DEAD END, STREET PARKING",155919128,Erico,,Dorchester,42.30816,-71.0779,Private room,51,1,116,2022-12-16,5.44,3,349,71,STR-445710
48739565,GREAT LOCATION! Modern 2 BD and 2 BA w/Parking!,10393465,Gary,,South Boston Waterfront,42.34309,-71.05313,Entire home/apt,251,2,42,2022-11-13,2.01,2,329,26,STR-445533
48748471,City apartment with parking Logan/Downtown,7427795,Ella,,East Boston,42.37835,-71.02964,Entire home/apt,115,2,63,2022-11-25,2.95,7,0,46,STR-445655
48748798,Romantic Getaway on the roof - 2 parking/Airport,7427795,Ella,,East Boston,42.37721,-71.03767,Entire home/apt,121,2,74,2022-11-30,3.47,7,92,59,STR-445655
48764211,Entire Apartment | Patio | Boston Medical Center,43217109,Javier,,South End,42.33745,-71.07676,Entire home/apt,199,2,27,2022-11-13,1.32,5,349,21,STR-468957
48771117,Glamorous bedroom a short walk away from commuter!,361238479,Danny,,Hyde Park,42.25365,-71.12714,Private room,240,1,0,,,1,0,0,STR-446909
48788607,"The Nook, 15m T to downtown,Walk to Airport/Subway",29684380,Totana,,East Boston,42.38274,-71.02198,Private room,59,1,236,2022-12-15,11.31,3,58,132,STR-439433
48788842,Zakim-Walk to Airport/Subway-15min to downtown,29684380,Totana,,East Boston,42.38294,-71.02026,Private room,59,1,204,2022-12-13,9.70,3,73,130,STR-439433
48802286,"Family Friendly City Oasis! Free Parking, King Bed",152502955,Jack And Heather,,South Boston,42.32932,-71.05351,Entire home/apt,596,2,76,2022-12-12,4.37,1,300,47,STR-446942
48805065,Exceptional Luxury Loft in Downtown Boston,365116307,Brian + Heather,,Downtown,42.35545,-71.06088,Entire home/apt,475,1,119,2022-12-04,6.03,25,342,76,STR-438657
48805748,Brick + Beam Loft | Fast Wifi | Amazing Location!,365116307,Brian + Heather,,Downtown,42.35531,-71.06048,Entire home/apt,454,1,148,2022-11-29,7.24,25,329,102,STR-466834
48806117,230B3.1  · The Mayhew Bedroom 1 w/Central AC and Laundry! | 1BR in a 2BR Condo w/En-Suite TV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32114,-71.05993,Private room,68,30,0,,,27,276,0,
48806121,230B3.2  · The Mayhew Bedroom 2 w/Central AC and Laundry! | Queen Bed w/En-Suite HdTV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32096,-71.0604,Private room,63,30,1,2021-08-30,0.06,27,344,0,
48807191,Boston Fidi 2br | Laundry in Unit |  Fast Wifi,365116307,Brian + Heather,,Downtown,42.35536,-71.06035,Entire home/apt,310,1,107,2022-11-20,5.23,25,300,64,STR-438648
48809197,Perfect Location | Boston Common | Park St Station,365116307,Brian + Heather,,Downtown,42.35734,-71.06243,Entire home/apt,244,1,140,2022-12-04,6.76,25,328,85,STR-438645
48822437,Room with private bathroom close to the city,393834468,Karan,,Dorchester,42.29935,-71.08284,Private room,55,5,13,2022-07-25,0.70,2,57,9,STR-447343
48825405,Modern Studio Close to Everything - Next to T stop,32918127,Luke,,Mission Hill,42.33171,-71.09605,Entire home/apt,115,1,92,2022-12-03,5.58,1,132,76,STR-445948
48825926,Palatial Two Bedroom in Heart of Fenway-Kenmore,22541573,Ken,,Fenway,42.34367,-71.09604,Entire home/apt,239,30,0,,,42,359,0,
48825940,Spacious Two-Bedroom Right by Fenway Park with Gre,22541573,Ken,,Fenway,42.34335,-71.09736,Entire home/apt,239,30,0,,,42,359,0,
48869229,Leo Room #1,393194522,Manuela,,Roxbury,42.316711,-71.090332,Private room,50,2,41,2022-11-08,1.96,5,180,20,STR-447311
48883519,"Simple 1BR w/ 99 WalkScore, Fast Wifi + SmartLock",275849638,Steven,,Downtown,42.35131,-71.06531,Entire home/apt,143,5,101,2022-11-27,5.20,40,323,66,STR-461740
48883658,Stylish Retreat 3.9mil Downtown Fenway FreePrkg,333626600,Marco,,Dorchester,42.31328,-71.06485,Entire home/apt,494,2,21,2022-11-01,1.13,1,40,11,STR-445540
48905210,LargeDuplex10Beds w/prkg near Downton,95762630,Fatima,,Dorchester,42.3025,-71.06311,Entire home/apt,510,2,55,2022-11-16,2.61,1,299,26,STR-445614
48926365,"S. Boston 1BR w/ Gym, W/D by Seaport & Lawn on D",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,179,32,1,2022-06-23,0.16,328,326,1,
48926379,"S. Boston 1BR w/ Gym, W/D by Seaport & Lawn on D",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,112,32,0,,,328,365,0,
48926392,"S. Boston studio w/ Gym, W/D by Seaport on D",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,179,32,1,2022-05-23,0.14,328,275,1,
48926432,"S. Boston studio w/ Gym, W/D by Seaport on D",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,188,32,0,,,328,252,0,
48940511,Emma room #2,393194522,Manuela,,Roxbury,42.31758,-71.09133,Private room,51,2,37,2022-11-06,1.77,5,180,20,STR-447311
48941504,Laeti room#3,393194522,Manuela,,Roxbury,42.31573,-71.09141,Private room,56,2,43,2022-10-23,2.06,5,180,23,STR-447311
48942888,Kay room #4,393194522,Manuela,,Roxbury,42.31596,-71.09135,Private room,52,2,45,2022-10-31,2.28,5,180,32,STR-447311
48950136,"S. Boston 1BR w/ Gym, W/D by Seaport & Lawn on D",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,181,32,0,,,328,312,0,
48952329,Manu Room #5,393194522,Manuela,,Roxbury,42.31583,-71.08992,Private room,50,2,31,2022-10-29,1.61,5,172,23,STR-447311
48954003,"Stay Tonight, Enjoy All Boston Has To Offer",205269848,Temple Place,,Downtown,42.35471,-71.06318,Entire home/apt,190,2,13,2021-08-22,0.65,20,0,0,STR-439290
48954898,Studio Ready 4 Students & Traveling Professionals,316148588,TemplePlace,,Downtown,42.35418,-71.06318,Private room,94,2,23,2022-12-04,3.37,5,93,23,STR-439290
48960170,#1 CLEAN COMFY & COZY GLORY SUITE,229143484,Maria,,Dorchester,42.2795,-71.07117,Private room,100,1,34,2022-12-01,1.69,5,365,18,STR-468600
48960486,#2 CLEAN COMFY & COZY GLORY GUEST SUITE,229143484,Maria,,Dorchester,42.28085,-71.07316,Private room,100,1,30,2022-10-30,1.66,5,365,17,STR-468600
48960619,#3 CLEAN COMFY & COZY GLORY GUEST SUITE,229143484,Maria,,Dorchester,42.28096,-71.07093,Private room,99,1,28,2022-11-08,1.38,5,361,8,STR-468600
48960774,#4 CLEAN COMFY & COZY GLORY GUEST SUITE,229143484,Maria,,Dorchester,42.2807,-71.07172,Entire home/apt,190,1,18,2022-10-09,1.14,5,356,8,STR-468600
48961025,#5 CLEAN COMFY & COZY GLORY GUEST SUITE,229143484,Maria,,Dorchester,42.28075,-71.07109,Private room,77,1,43,2022-11-14,2.06,5,365,24,STR-468600
48971352,Entire Apt near Bos Univ/Bos College Free Parking,25244802,Timothy,,Allston,42.34812,-71.13601,Entire home/apt,225,2,81,2022-11-20,3.91,2,66,46,STR-446758
48997821,6 Room - 3 Bedroom: Sunny Quintessential Boston,147256535,Jan,,Roslindale,42.27832,-71.14076,Entire home/apt,169,31,4,2022-06-09,0.25,2,242,2,
49012571,Spacious 1-Bedroom Apt close to Train & Downtown,31416791,Anna,,Jamaica Plain,42.32232,-71.10396,Entire home/apt,130,3,45,2022-12-05,2.28,1,59,32,Str-447491
49024263,Gorgeous Beacon Hills Studio next to State house,162705378,Huanan,,Beacon Hill,42.35891,-71.06615,Entire home/apt,113,1,172,2022-12-06,9.20,2,110,105,STR-447285
49024833,(C11) Newly Styled Back Bay Studio!,331225367,Stone,,Back Bay,42.34952,-71.08893,Entire home/apt,122,1,99,2022-12-04,4.90,61,65,59,Exempt: This listing is a unit that has contracts with hospitals
49041122,"HB Lil Italy, Historic, Freedom Trail, TD Garden",3637081,Sarah,,North End,42.36609,-71.05423,Entire home/apt,123,1,182,2022-11-30,9.16,13,101,101,Exempt: This listing is a unit used for furnished institutional or business stays
49042690,"LTR *NEW Listing* A True GEM in South End, Boston!",159978864,Santo,,South End,42.34486,-71.07142,Entire home/apt,263,29,0,,,2,346,0,
49051734,🔥Beautiful condo 1st floor mins to public trans T,39266840,Kevin & Maria,,Dorchester,42.2986,-71.06144,Entire home/apt,431,2,60,2022-11-20,2.90,4,290,34,STR-450390
49067845,"Sparkling Clean, HOME away from home!",90419082,Camille,,Mattapan,42.27679,-71.06871,Entire home/apt,302,3,7,2022-11-27,0.82,3,80,7,STR-441360
